"Parasite.species","Parasite.group","minLCL","maxLCL","midLCL","Host.no","Facultative","Stage","Def.int","Flex.cycle","Length","Width","Biovolume","Host.nofac","complete_size"
"Anoplocephala manubriata","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Anoplocephala perfoliata","cestode",2,2,2,0,NA,"embryo",NA,"no",0.016,NA,NA,"propagule","incomplete"
"Anoplocephala perfoliata","cestode",2,2,2,1,"no","1larv","int","no",0.1552,0.13275,0.0108898335148322,"1st","incomplete"
"Anoplocephala perfoliata","cestode",2,2,2,2,"no","adult","def","no",35.87375,11,550,"2nd","incomplete"
"Anoplotaenia dasyuri","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Anoplotaenia dasyuri","cestode",2,2,2,1,"no","1larv","int","no",1,NA,NA,"1st","all missing"
"Anoplotaenia dasyuri","cestode",2,2,2,2,"no","adult","def","no",147,NA,NA,"2nd","all missing"
"Anthobothrium sp. 1","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Anthobothrium sp. 1","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Anthobothrium sp. 1","cestode",3,3,3,2,"no","2larv","int","no",1.2365,NA,NA,"2nd","all missing"
"Anthobothrium sp. 1","cestode",3,3,3,3,"no","adult","def","no",NA,NA,NA,"3rd","all missing"
"Anthobothrium sp. 2","cestode",3,3,3,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Anthobothrium sp. 2","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Anthobothrium sp. 2","cestode",3,3,3,2,"no","2larv","int","no",0.731,NA,NA,"2nd","all missing"
"Anthobothrium sp. 2","cestode",3,3,3,3,"no","adult","def","no",NA,NA,NA,"3rd","all missing"
"Aonchotheca bovis","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Aonchotheca bovis","nematode",1,1,1,1,"no","adult","def","no",20.8204545454545,0.076,0.100774781957223,"1st","incomplete"
"Aonchotheca bursata","nematode",2,2,2,0,NA,"embryo",NA,"no",0.17,0.008,8.54513201776424e-06,"propagule","incomplete"
"Aonchotheca bursata","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Aonchotheca bursata","nematode",2,2,2,2,"no","adult","def","no",27.5542857142857,0.066475,0.103293769557209,"2nd","incomplete"
"Aonchotheca caudinflata","nematode",2,2,2,0,NA,"embryo",NA,"no",0.175,0.0086,1.01654084288532e-05,"propagule","complete"
"Aonchotheca caudinflata","nematode",2,2,2,1,"no","1larv","int","no",0.1865,0.01295,2.48007652060227e-05,"1st","complete"
"Aonchotheca caudinflata","nematode",2,2,2,2,"no","adult","def","no",19.8375,0.064575,0.0666850970432753,"2nd","complete"
"Aonchotheca erinacei","nematode",2,2,2,0,NA,"embryo",NA,"no",0.24,0.0096,1.73717507372901e-05,"propagule","complete"
"Aonchotheca erinacei","nematode",2,2,2,1,"no","1larv","int","no",0.41,0.0145,6.77032851802685e-05,"1st","complete"
"Aonchotheca erinacei","nematode",2,2,2,2,"no","adult","def","no",10.4116666666667,0.0653333333333333,0.0413939978678267,"2nd","complete"
"Aonchotheca putorii","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Aonchotheca putorii","nematode",1,2,1.5,1,"paratenic","1larv","int","yes",NA,NA,NA,"1st","incomplete"
"Aonchotheca putorii","nematode",1,2,1.5,2,"no","adult","def","yes",10.8285714285714,0.061,0.0324896443650786,"2nd","incomplete"
"Aplectana courdurieri","nematode",1,2,1.5,0,NA,"free larva",NA,"yes",0.76,NA,NA,"propagule","incomplete"
"Aplectana courdurieri","nematode",1,2,1.5,1,"no","adult","def","yes",NA,NA,NA,"1st","incomplete"
"Aplectana macintoshii","nematode",1,1,1,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","all missing"
"Aplectana macintoshii","nematode",1,1,1,1,"no","adult","def","no",4.073,NA,NA,"1st","all missing"
"Aploparaksis australis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0195,0.0195,0.000199098434421253,"propagule","complete"
"Aploparaksis australis","cestode",2,2,2,1,"no","1larv","int","no",0.16475,0.133833333333333,0.0115900116141779,"1st","complete"
"Aploparaksis australis","cestode",2,2,2,2,"no","adult","def","no",90,0.94,84.6,"2nd","complete"
"Aploparaksis birulai","cestode",2,2,2,0,NA,"embryo",NA,"no",0.031,0.03,0.000486946861306418,"propagule","complete"
"Aploparaksis birulai","cestode",2,2,2,1,"no","1larv","int","no",0.3225,0.323,0.0545419754571358,"1st","complete"
"Aploparaksis birulai","cestode",2,2,2,2,"no","adult","def","no",12,0.4,4.8,"2nd","complete"
"Aploparaksis brachyphallos","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0283333333333333,0.0233333333333333,0.000346796922371273,"propagule","complete"
"Aploparaksis brachyphallos","cestode",2,2,2,1,"no","1larv","int","no",0.22,0.165,0.0190066355542182,"1st","complete"
"Aploparaksis brachyphallos","cestode",2,2,2,2,"no","adult","def","no",58.125,0.78875,51.633125,"2nd","complete"
"Aploparaksis crassirostris","cestode",2,2,2,0,NA,"embryo",NA,"no",0.04,0.0375,0.000785398163397448,"propagule","complete"
"Aploparaksis crassirostris","cestode",2,2,2,1,"no","1larv","int","no",0.625,0.4,0.0942477796076938,"1st","complete"
"Aploparaksis crassirostris","cestode",2,2,2,2,"no","adult","def","no",53.3333333333333,0.683333333333333,37.6666666666667,"2nd","complete"
"Aploparaksis demshini","cestode",2,2,2,0,NA,"embryo",NA,"no",0.027,0.024,0.000339292006587698,"propagule","complete"
"Aploparaksis demshini","cestode",2,2,2,1,"no","1larv","int","no",0.266,0.1495,0.0208219525092175,"1st","complete"
"Aploparaksis demshini","cestode",2,2,2,2,"no","adult","def","no",108,0.73,78.84,"2nd","complete"
"Aploparaksis filum","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0304,0.0248,0.000394751588899069,"propagule","complete"
"Aploparaksis filum","cestode",2,2,2,1,"no","1larv","int","no",0.1615,0.1345,0.0113734817038523,"1st","complete"
"Aploparaksis filum","cestode",2,2,2,2,"no","adult","def","no",75.125,1.00125,74.200625,"2nd","complete"
"Aploparaksis furcigera","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0325,0.0313333333333333,0.000548469717439218,"propagule","complete"
"Aploparaksis furcigera","cestode",2,2,2,1,"no","1larv","int","no",0.55,0.5,0.143989663289532,"1st","complete"
"Aploparaksis furcigera","cestode",2,2,2,2,"no","adult","def","no",34.2285714285714,0.937142857142857,32.6807142857143,"2nd","complete"
"Aploparaksis kornyushini","cestode",2,2,2,0,NA,"embryo",NA,"no",0.026,0.026,0.00035395277230445,"propagule","complete"
"Aploparaksis kornyushini","cestode",2,2,2,1,"no","1larv","int","no",0.238,0.1535,0.0191286340689326,"1st","complete"
"Aploparaksis kornyushini","cestode",2,2,2,2,"no","adult","def","no",67,0.63,42.21,"2nd","complete"
"Aploparaksis orientalis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.028,0.026,0.000381179908635562,"propagule","complete"
"Aploparaksis orientalis","cestode",2,2,2,1,"no","1larv","int","no",0.395,0.34,0.0703193155628515,"1st","complete"
"Aploparaksis orientalis","cestode",2,2,2,2,"no","adult","def","no",74.5,0.7,52.15,"2nd","complete"
"Aploparaksis penetrans","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0325,0.0295,0.000502000326104869,"propagule","complete"
"Aploparaksis penetrans","cestode",2,2,2,1,"no","1larv","int","no",0.565,0.41,0.121291656367346,"1st","complete"
"Aploparaksis penetrans","cestode",2,2,2,2,"no","adult","def","no",97.5,2.6,253.5,"2nd","complete"
"Aploparaksis pseudofilum","cestode",2,2,2,0,NA,"embryo",NA,"no",0.02675,0.02825,0.000395677049734939,"propagule","complete"
"Aploparaksis pseudofilum","cestode",2,2,2,1,"no","1larv","int","no",0.176,0.143,0.013177933984258,"1st","complete"
"Aploparaksis pseudofilum","cestode",2,2,2,2,"no","adult","def","no",100.333333333333,1.06166666666667,105.1275,"2nd","complete"
"Aploparaksis rissae","cestode",2,2,2,0,NA,"embryo",NA,"no",0.035,0.0315,0.000577267650097125,"propagule","complete"
"Aploparaksis rissae","cestode",2,2,2,1,"no","1larv","int","no",0.1475,0.1275,0.00984692947359551,"1st","complete"
"Aploparaksis rissae","cestode",2,2,2,2,"no","adult","def","no",53.5,0.7225,42.7575,"2nd","complete"
"Aploparaksis sinensis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.033,0.033,0.000570199066626547,"propagule","complete"
"Aploparaksis sinensis","cestode",2,2,2,1,"no","1larv","int","no",0.4,0.29,0.0607374579694027,"1st","complete"
"Aploparaksis sinensis","cestode",2,2,2,2,"no","adult","def","no",95.5,1,95.5,"2nd","complete"
"Aporhynchus norvegicus","cestode",3,3,3,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Aporhynchus norvegicus","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Aporhynchus norvegicus","cestode",3,3,3,2,"no","2larv","int","no",NA,NA,NA,"2nd","incomplete"
"Aporhynchus norvegicus","cestode",3,3,3,3,"no","adult","def","no",28.3333333333333,0.88,13.2,"3rd","incomplete"
"Aprostatandrya cricetuli","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Aprostatandrya cricetuli","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Aprostatandrya cricetuli","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Archigetes iowensis","cestode",1,2,1.5,0,NA,"embryo",NA,"yes",0.035,0.015,0.000274889357189107,"propagule","complete"
"Archigetes iowensis","cestode",1,2,1.5,1,"no","1larv","int","yes",1.305,0.4662068965,0.257544463492098,"1st","complete"
"Archigetes iowensis","cestode",1,2,1.5,2,"progenetic","adult","def","yes",1.61,0.5,0.316122760767473,"2nd","complete"
"Archigetes limnodrili","cestode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Archigetes limnodrili","cestode",1,2,1.5,1,"no","1larv","int","yes",1.4,0.363970588,0.145663418378408,"1st","incomplete"
"Archigetes limnodrili","cestode",1,2,1.5,2,"progenetic","adult","def","yes",NA,NA,NA,"2nd","incomplete"
"Archigetes sieboldi","cestode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Archigetes sieboldi","cestode",1,2,1.5,1,"no","1larv","int","yes",2.375,0.7,0.577267650097124,"1st","incomplete"
"Archigetes sieboldi","cestode",1,2,1.5,2,"progenetic","adult","def","yes",3.4475,1.0595,3.25647954435977,"2nd","incomplete"
"Arhythmorhynchus frassoni","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.0645,0.027,0.000911847267704438,"propagule","complete"
"Arhythmorhynchus frassoni","acanthocephalan",2,2,2,1,"no","1larv","int","no",12.2155,0.627333333,3.77570328423072,"1st","complete"
"Arhythmorhynchus frassoni","acanthocephalan",2,2,2,2,"no","adult","def","no",45,0.45,7.15694076395925,"2nd","complete"
"Ascaridia columbae","nematode",1,1,1,0,NA,"embryo",NA,"no",0.23,NA,NA,"propagule","incomplete"
"Ascaridia columbae","nematode",1,1,1,1,"no","adult","def","no",36.4966666666667,1.46333333333333,68.8835043094028,"1st","incomplete"
"Ascaridia compar","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascaridia compar","nematode",1,1,1,1,"no","adult","def","no",56.1944444433333,1.0308333335,33.3169736171442,"1st","incomplete"
"Ascaridia dissimilis","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascaridia dissimilis","nematode",1,1,1,1,"no","adult","def","no",70.481944445,1.215,73.3915647580965,"1st","incomplete"
"Ascaridia galli","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascaridia galli","nematode",1,1,1,1,"no","adult","def","no",84.4,1.45,123.395541697547,"1st","incomplete"
"Ascaridia numidae","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascaridia numidae","nematode",1,1,1,1,"no","adult","def","no",35.95,1.105,34.7745718259242,"1st","incomplete"
"Ascaris lumbricoides","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascaris lumbricoides","nematode",1,1,1,1,"no","adult","def","no",214.6,5.95,5811.25722225274,"1st","incomplete"
"Ascaris suum","nematode",1,1,1,0,NA,"embryo",NA,"no",0.25025,0.012,2.84944417176003e-05,"propagule","incomplete"
"Ascaris suum","nematode",1,1,1,1,"no","adult","def","no",244.15,NA,NA,"1st","incomplete"
"Ascarophis arctica","nematode",1,2,1.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Ascarophis arctica","nematode",1,2,1.5,1,"no","1larv","int","yes",8.175,0.12575,0.142874587702064,"1st","incomplete"
"Ascarophis arctica","nematode",1,2,1.5,2,"progenetic","adult","def","yes",12.1,0.1145,0.127498906762094,"2nd","incomplete"
"Ascarophis filiformis","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis filiformis","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Ascarophis filiformis","nematode",2,2,2,2,"no","adult","def","no",25.1,0.16,0.504665443872664,"2nd","incomplete"
"Ascarophis marina","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis marina","nematode",2,2,2,1,"no","1larv","int","no",10.705,0.06,0.0302676744210109,"1st","incomplete"
"Ascarophis marina","nematode",2,2,2,2,"no","adult","def","no",38.3,0.16,0.77006719124793,"2nd","incomplete"
"Ascarophis morrhuae","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis morrhuae","nematode",2,2,2,1,"no","1larv","int","no",7.5,0.08,0.0376991118430775,"1st","incomplete"
"Ascarophis morrhuae","nematode",2,2,2,2,"no","adult","def","no",9.6,0.09125,0.0654045229307746,"2nd","incomplete"
"Ascarophis pacificus","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Ascarophis pacificus","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Ascarophis pacificus","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Ascarophis sp. A","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis sp. A","nematode",2,2,2,1,"no","1larv","int","no",8,0.156,0.152907597635522,"1st","incomplete"
"Ascarophis sp. A","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Ascarophis sp. B","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis sp. B","nematode",2,2,2,1,"no","1larv","int","no",3.7,0.078,0.0176799409766073,"1st","incomplete"
"Ascarophis sp. B","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Ascarophis sp. C","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis sp. C","nematode",2,2,2,1,"no","1larv","int","no",8.5,0.074,0.0365571429134976,"1st","incomplete"
"Ascarophis sp. C","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Ascarophis sp. D","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis sp. D","nematode",2,2,2,1,"no","1larv","int","no",17,0.126,0.211972681115664,"1st","incomplete"
"Ascarophis sp. D","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Ascarophis sp. E","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis sp. E","nematode",2,2,2,1,"no","1larv","int","no",7.41,0.138,0.110832278641921,"1st","incomplete"
"Ascarophis sp. E","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Ascarophis sp. F","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Ascarophis sp. F","nematode",2,2,2,1,"no","1larv","int","no",7.215,0.165,0.154274484964145,"1st","incomplete"
"Ascarophis sp. F","nematode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Ascarops strongylina","nematode",2,3,2.5,0,NA,"embryo",NA,"yes",0.1125,0.0075,4.97009775274948e-06,"propagule","complete"
"Ascarops strongylina","nematode",2,3,2.5,1,"no","1larv","int","yes",2.218,0.0792,0.0109878899519336,"1st","complete"
"Ascarops strongylina","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",2.2,0.085,0.0124839038072024,"2nd","complete"
"Ascarops strongylina","nematode",2,3,2.5,3,"no","adult","def","yes",13.307,0.356,1.32455511531476,"3rd","complete"
"Aspersentis megarhynchus","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Aspersentis megarhynchus","acanthocephalan",2,2,2,1,"no","1larv","int","no",2.05,0.725,0.840628343995261,"1st","incomplete"
"Aspersentis megarhynchus","acanthocephalan",2,2,2,2,"no","adult","def","no",7.55,1.6,15.1801757021459,"2nd","incomplete"
"Aspiculuris tetraptera","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Aspiculuris tetraptera","nematode",1,1,1,1,"no","adult","def","no",4.0875,0.15,0.0795215640439916,"1st","incomplete"
"Atactorhynchus verecundus","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.027,0.011,0.000155508836352695,"propagule","complete"
"Atactorhynchus verecundus","acanthocephalan",2,2,2,1,"no","1larv","int","no",0.35,0.0495,0.000673547647452609,"1st","complete"
"Atactorhynchus verecundus","acanthocephalan",2,2,2,2,"no","adult","def","no",7.8,0.58,2.06082194890183,"2nd","complete"
"Atractolytocestus sagittatus","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Atractolytocestus sagittatus","cestode",2,2,2,1,"no","1larv","int","no",1.765,0.26,0.0937089964676032,"1st","incomplete"
"Atractolytocestus sagittatus","cestode",2,2,2,2,"no","adult","def","no",12.725,1.6825,21.330375,"2nd","incomplete"
"Atriotaenia procyonis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0355,0.0285,0.000529751061211579,"propagule","complete"
"Atriotaenia procyonis","cestode",2,2,2,1,"no","1larv","int","no",0.246,0.198,0.0255034491618419,"1st","complete"
"Atriotaenia procyonis","cestode",2,2,2,2,"no","adult","def","no",101.5,2.3,233.45,"2nd","complete"
"Austramphilina elongata","cestode",2,2,2,0,NA,"free larva",NA,"no",0.186,0.065,0.00633030919698343,"propagule","incomplete"
"Austramphilina elongata","cestode",2,2,2,1,"no","1larv","int","no",2,NA,NA,"1st","incomplete"
"Austramphilina elongata","cestode",2,2,2,2,"no","adult","def","no",62.66666667,9.166666667,574.444444495889,"2nd","incomplete"
"Avioserpens galliardi","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.54,0.018,0.000137413262668018,"propagule","incomplete"
"Avioserpens galliardi","nematode",2,3,2.5,1,"no","1larv","int","yes",0.48,NA,NA,"1st","incomplete"
"Avioserpens galliardi","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Avioserpens galliardi","nematode",2,3,2.5,3,"no","adult","def","yes",210,0.68,76.2653032585458,"3rd","incomplete"
"Avioserpens mosgovoyi","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.475,NA,NA,"propagule","incomplete"
"Avioserpens mosgovoyi","nematode",2,3,2.5,1,"no","1larv","int","yes",0.43125,0.02225,0.000168578794451947,"1st","incomplete"
"Avioserpens mosgovoyi","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Avioserpens mosgovoyi","nematode",2,3,2.5,3,"no","adult","def","yes",1005,0.9,639.353374913693,"3rd","incomplete"
"Avioserpens taiwana","nematode",2,2,2,0,NA,"free larva",NA,"no",0.445,0.018075,0.000118835479054707,"propagule","incomplete"
"Avioserpens taiwana","nematode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Avioserpens taiwana","nematode",2,2,2,2,"no","adult","def","no",170,0.775,85.4513201776424,"2nd","incomplete"
"Avitellina arctica","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Avitellina arctica","cestode",2,2,2,1,"no","1larv","int","no",0.1075,NA,NA,"1st","incomplete"
"Avitellina arctica","cestode",2,2,2,2,"no","adult","def","no",2700,2,5400,"2nd","incomplete"
"Avitellina centripunctata","cestode",2,2,2,0,NA,"embryo",NA,"no",0.019,0.019,0.000189019157990986,"propagule","incomplete"
"Avitellina centripunctata","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Avitellina centripunctata","cestode",2,2,2,2,"no","adult","def","no",2092.5,2.25,4622.5,"2nd","incomplete"
"Avitellina lahorea","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Avitellina lahorea","cestode",2,2,2,1,"no","1larv","int","no",0.1889,0.1522,0.0150537684857409,"1st","incomplete"
"Avitellina lahorea","cestode",2,2,2,2,"no","adult","def","no",1829,1.38,2524.02,"2nd","incomplete"
"Baruscapillaria obsignata","nematode",1,1,1,0,NA,"embryo",NA,"no",0.14425,0.009,8.68375479360389e-06,"propagule","complete"
"Baruscapillaria obsignata","nematode",1,1,1,1,"no","adult","def","no",12.56125,0.0648636363636364,0.0445003191734713,"1st","complete"
