Parasite.species,Parasite.group,minLCL,maxLCL,midLCL,Host.no,Facultative,Stage,Def.int,Flex.cycle,Length,Width,Biovolume,Host.nofac,trans_to_int,trans_to_def,trans_to_fac,trans_to_human,complete_size
Ohbayashinema erbaevae,nematode,1,1,1,0,NA,free larva,NA,no,0.432,0.024,0.000195432,propagule,no,yes,no,no,complete
Ohbayashinema erbaevae,nematode,1,1,1,1,no,adult,def,no,15.8345,0.1275,0.274773189,1st,no,no,no,no,complete
Oligacanthorhynchus tortuosa,acanthocephalan,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Oligacanthorhynchus tortuosa,acanthocephalan,2,2,2,1,no,1larv,int,no,4.4565,0.7715,2.090267297,1st,no,yes,no,no,incomplete
Oligacanthorhynchus tortuosa,acanthocephalan,2,2,2,2,no,adult,def,no,179,7.1,7086.953934,2nd,no,no,no,no,incomplete
Ollulanus tricuspis,nematode,1,1,1,0,NA,free larva,NA,no,0.41,0.0185,0.000123308,propagule,no,yes,no,no,incomplete
Ollulanus tricuspis,nematode,1,1,1,1,no,adult,def,no,0.95,NA,NA,1st,no,no,no,no,incomplete
Onchobothrium antarcticum,cestode,3,3,3,0,NA,embryo,NA,no,0.0415,0.0415,0.000901768,propagule,yes,no,no,no,incomplete
Onchobothrium antarcticum,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Onchobothrium antarcticum,cestode,3,3,3,2,no,2larv,int,no,3.05,0.595,0.848054284,2nd,no,yes,no,no,incomplete
Onchobothrium antarcticum,cestode,3,3,3,3,no,adult,def,no,125,4,500,3rd,no,no,no,no,incomplete
Onchocamallanus bagarii,nematode,2,2,2,0,NA,free larva,NA,no,0.333,0.015,5.88E-05,propagule,yes,no,no,no,complete
Onchocamallanus bagarii,nematode,2,2,2,1,no,1larv,int,no,0.5283,0.02654,0.000292262,1st,no,yes,no,no,complete
Onchocamallanus bagarii,nematode,2,2,2,2,no,adult,def,no,15.45,0.325,1.281696172,2nd,no,no,no,no,complete
Oncicola pomatostomi,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,0.045,0.024,0.000565487,propagule,yes,no,no,no,incomplete
Oncicola pomatostomi,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,NA,NA,NA,1st,yes,no,yes,no,incomplete
Oncicola pomatostomi,acanthocephalan,2,3,2.5,2,paratenic,2larv,int,yes,3.33,1.26,4.152170754,2nd,no,yes,no,no,incomplete
Oncicola pomatostomi,acanthocephalan,2,3,2.5,3,no,adult,def,yes,24.5,2.25,97.41391595,3rd,no,no,no,no,incomplete
Oncicola venezuelensis,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,0.045,0.02275,0.000534071,propagule,yes,no,no,no,complete
Oncicola venezuelensis,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,4.1,0.88,2.493670585,1st,yes,no,yes,no,complete
Oncicola venezuelensis,acanthocephalan,2,3,2.5,2,paratenic,2larv,int,yes,5.8,1.31,7.817366372,2nd,no,yes,no,no,complete
Oncicola venezuelensis,acanthocephalan,2,3,2.5,3,no,adult,def,yes,15.5,2.125,55.04021242,3rd,no,no,no,no,complete
Oochoristica anolis,cestode,2,2,2,0,NA,embryo,NA,no,0.0298,0.025,0.000390081,propagule,yes,no,no,no,complete
Oochoristica anolis,cestode,2,2,2,1,no,1larv,int,no,0.39,0.16,0.032672564,1st,no,yes,no,no,complete
Oochoristica anolis,cestode,2,2,2,2,no,adult,def,no,22.29,0.49,10.9221,2nd,no,no,no,no,complete
Oochoristica javaensis,cestode,2,2,2,0,NA,embryo,NA,no,0.02595,0.02225,0.000302339,propagule,yes,no,no,no,incomplete
Oochoristica javaensis,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Oochoristica javaensis,cestode,2,2,2,2,no,adult,def,no,53.7,0.5435,29.26615,2nd,no,no,no,no,incomplete
Oochoristica osheroffi,cestode,2,2,2,0,NA,embryo,NA,no,0.032,NA,NA,propagule,yes,no,no,no,incomplete
Oochoristica osheroffi,cestode,2,2,2,1,no,1larv,int,no,0.405,0.2865,0.060334025,1st,no,yes,no,no,incomplete
Oochoristica osheroffi,cestode,2,2,2,2,no,adult,def,no,132.5,1.07,159,2nd,no,no,no,no,incomplete
Oochoristica scelopori,cestode,2,2,2,0,NA,embryo,NA,no,0.018,0.018,0.000169646,propagule,yes,no,no,no,incomplete
Oochoristica scelopori,cestode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,incomplete
Oochoristica scelopori,cestode,2,2,2,2,no,adult,def,no,130,1.15,149.5,2nd,no,no,no,no,incomplete
Oochoristica vacuolata,cestode,2,2,2,0,NA,embryo,NA,no,0.039,0.032,0.000653451,propagule,yes,no,no,no,complete
Oochoristica vacuolata,cestode,2,2,2,1,no,1larv,int,no,0.39,0.325,0.066366145,1st,no,yes,no,no,complete
Oochoristica vacuolata,cestode,2,2,2,2,no,adult,def,no,30.6,0.725,22.185,2nd,no,no,no,no,complete
Ophidascaris baylisi,nematode,2,2,2,0,NA,embryo,NA,no,0.521,0.0165,0.000111403,propagule,yes,no,no,no,incomplete
Ophidascaris baylisi,nematode,2,2,2,1,no,1larv,int,no,15.25,0.29,1.00729278,1st,no,yes,no,no,incomplete
Ophidascaris baylisi,nematode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Ophidascaris labiatopapillosa,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Ophidascaris labiatopapillosa,nematode,2,2,2,1,no,1larv,int,no,70,NA,NA,1st,no,yes,no,no,incomplete
Ophidascaris labiatopapillosa,nematode,2,2,2,2,no,adult,def,no,81,1.35,169.0098308,2nd,no,no,no,no,incomplete
Ophidascaris moreliae,nematode,2,3,2.5,0,NA,embryo,NA,yes,0.481,0.0165,0.00010285,propagule,yes,no,yes,no,incomplete
Ophidascaris moreliae,nematode,2,3,2.5,1,paratenic,1larv,int,yes,NA,NA,NA,1st,yes,no,no,no,incomplete
Ophidascaris moreliae,nematode,2,3,2.5,2,no,2larv,int,yes,4.7525,0.104,0.021322115,2nd,no,yes,no,no,incomplete
Ophidascaris moreliae,nematode,2,3,2.5,3,no,adult,def,yes,114.6,0.6345,36.23579148,3rd,no,no,no,no,incomplete
Ophidascaris pyrrhus,nematode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Ophidascaris pyrrhus,nematode,2,2,2,1,no,1larv,int,no,NA,NA,NA,1st,no,yes,no,no,all missing
Ophidascaris pyrrhus,nematode,2,2,2,2,no,adult,def,no,111,NA,NA,2nd,no,no,no,no,all missing
Ophidascaris trichuriformis,nematode,2,2,2,0,NA,embryo,NA,no,0.531333333,NA,NA,propagule,yes,no,no,no,incomplete
Ophidascaris trichuriformis,nematode,2,2,2,1,no,1larv,int,no,9.735,0.188,0.273893958,1st,no,yes,no,no,incomplete
Ophidascaris trichuriformis,nematode,2,2,2,2,no,adult,def,no,82.35,1.3,109.3050405,2nd,no,no,no,no,incomplete
Ophiotaenia europaea,cestode,3,3,3,0,NA,embryo,NA,no,0.0265,NA,NA,propagule,yes,no,no,no,incomplete
Ophiotaenia europaea,cestode,3,3,3,1,no,1larv,int,no,0.457,0.131,0.005083877,1st,yes,no,no,no,incomplete
Ophiotaenia europaea,cestode,3,3,3,2,no,2larv,int,no,0.396,0.316,0.040918038,2nd,no,yes,no,no,incomplete
Ophiotaenia europaea,cestode,3,3,3,3,no,adult,def,no,204,1.387,204,3rd,no,no,no,no,incomplete
Ophiotaenia filaroides,cestode,2,3,2.5,0,NA,embryo,NA,yes,0.022,0.021,0.000241903,propagule,yes,no,no,no,complete
Ophiotaenia filaroides,cestode,2,3,2.5,1,no,1larv,int,yes,0.291,0.084,0.001612655,1st,no,yes,no,no,complete
Ophiotaenia filaroides,cestode,2,3,2.5,2,no,adult,def,yes,135,0.613,82.755,2nd,no,no,no,no,complete
Ophiotaenia gracilis,cestode,2,2,2,0,NA,embryo,NA,no,0.01525,NA,NA,propagule,yes,no,no,no,incomplete
Ophiotaenia gracilis,cestode,2,2,2,1,no,1larv,int,no,0.17,0.07,0.000654237,1st,no,yes,no,no,incomplete
Ophiotaenia gracilis,cestode,2,2,2,2,no,adult,def,no,315,1,150,2nd,no,no,no,no,incomplete
Ophiotaenia monnigi,cestode,3,3,3,0,NA,embryo,NA,no,0.0125,NA,NA,propagule,yes,no,no,no,incomplete
Ophiotaenia monnigi,cestode,3,3,3,1,no,1larv,int,no,0.195,0.112,0.001921147,1st,yes,no,no,no,incomplete
Ophiotaenia monnigi,cestode,3,3,3,2,no,2larv,int,no,NA,NA,NA,2nd,no,yes,no,no,incomplete
Ophiotaenia monnigi,cestode,3,3,3,3,no,adult,def,no,50,1.8,90,3rd,no,no,no,no,incomplete
Ophiotaenia perspicua,cestode,3,3,3,0,NA,embryo,NA,no,0.018966667,NA,NA,propagule,yes,no,no,no,incomplete
Ophiotaenia perspicua,cestode,3,3,3,1,no,1larv,int,no,0.217,0.1045,0.001929221,1st,yes,no,no,no,incomplete
Ophiotaenia perspicua,cestode,3,3,3,2,no,2larv,int,no,0.67,0.65,0.222326585,2nd,no,yes,no,no,incomplete
Ophiotaenia perspicua,cestode,3,3,3,3,no,adult,def,no,195,2.5,487.5,3rd,no,no,no,no,incomplete
Ophiotaenia ranae,cestode,2,2,2,0,NA,embryo,NA,no,0.0185,0.0185,0.000179202,propagule,yes,no,no,no,incomplete
Ophiotaenia ranae,cestode,2,2,2,1,no,1larv,int,no,0.145,0.095,0.001027792,1st,no,yes,no,no,incomplete
Ophiotaenia ranae,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Ophiotaenia saphena,cestode,2,2,2,0,NA,embryo,NA,no,0.017,0.017,0.00015132,propagule,yes,no,no,no,complete
Ophiotaenia saphena,cestode,2,2,2,1,no,1larv,int,no,0.1627,0.0759,0.000736141,1st,no,yes,no,no,complete
Ophiotaenia saphena,cestode,2,2,2,2,no,adult,def,no,152.7,1.4,213.78,2nd,no,no,no,no,complete
Ophryocotyle insignis,cestode,2,2,2,0,NA,embryo,NA,no,0.04625,0.037,0.000968658,propagule,yes,no,no,no,complete
Ophryocotyle insignis,cestode,2,2,2,1,no,1larv,int,no,0.58,0.43,0.130585535,1st,no,yes,no,no,complete
Ophryocotyle insignis,cestode,2,2,2,2,no,adult,def,no,54.33333333,4,300,2nd,no,no,no,no,complete
Ophryocotyle proteus,cestode,2,2,2,0,NA,embryo,NA,no,0.0275,NA,NA,propagule,yes,no,no,no,incomplete
Ophryocotyle proteus,cestode,2,2,2,1,no,1larv,int,no,0.155,0.1,0.008115781,1st,no,yes,no,no,incomplete
Ophryocotyle proteus,cestode,2,2,2,2,no,adult,def,no,27.125,0.6,9.3,2nd,no,no,no,no,incomplete
Ornithostrongylus quadriradiatus,nematode,1,1,1,0,NA,free larva,NA,no,0.632,NA,NA,propagule,no,yes,no,no,all missing
Ornithostrongylus quadriradiatus,nematode,1,1,1,1,no,adult,def,no,21,NA,NA,1st,no,no,no,no,all missing
Oslerus osleri,nematode,1,1,1,0,NA,free larva,NA,no,0.3205,NA,NA,propagule,no,yes,no,no,all missing
Oslerus osleri,nematode,1,1,1,1,no,adult,def,no,11.75,NA,NA,1st,no,no,no,no,all missing
Oslerus rostratus,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.3385,0.01825,8.93E-05,propagule,yes,no,no,no,incomplete
Oslerus rostratus,nematode,2,3,2.5,1,no,1larv,int,yes,0.612333333,0.029333333,0.000432234,1st,yes,no,yes,no,incomplete
Oslerus rostratus,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Oslerus rostratus,nematode,2,3,2.5,3,no,adult,def,yes,52.8,0.705,20.66698298,3rd,no,no,no,no,incomplete
Ostertagia ostertagi,nematode,1,1,1,0,NA,free larva,NA,no,0.84768,0.027171429,0.000485994,propagule,no,yes,no,no,complete
Ostertagia ostertagi,nematode,1,1,1,1,no,adult,def,no,8.746666667,0.104333333,0.083699149,1st,no,no,no,no,complete
Oswaldocruzia filiformis,nematode,1,1,1,0,NA,free larva,NA,no,NA,NA,NA,propagule,no,yes,no,no,incomplete
Oswaldocruzia filiformis,nematode,1,1,1,1,no,adult,def,no,15,0.225,0.59641173,1st,no,no,no,no,incomplete
Otostrongylus circumlitus,nematode,2,2,2,0,NA,free larva,NA,no,0.4185,0.0195,0.000126482,propagule,yes,no,no,no,complete
Otostrongylus circumlitus,nematode,2,2,2,1,no,1larv,int,no,0.897,0.046,0.001490727,1st,no,yes,no,no,complete
Otostrongylus circumlitus,nematode,2,2,2,2,no,adult,def,no,47.5,0.561833333,12.27873673,2nd,no,no,no,no,complete
Oxyspirura mansoni,nematode,2,2,2,0,NA,embryo,NA,no,0.2375,0.012,2.69E-05,propagule,yes,no,no,no,complete
Oxyspirura mansoni,nematode,2,2,2,1,no,1larv,int,no,6.335,0.1465,0.111163717,1st,no,yes,no,no,complete
Oxyspirura mansoni,nematode,2,2,2,2,no,adult,def,no,13.4295,0.354875,1.536874966,2nd,no,no,no,no,complete
Oxyuris equi,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,all missing
Oxyuris equi,nematode,1,1,1,1,no,adult,def,no,95,NA,NA,1st,no,no,no,no,all missing
Pallisentis nagpurensis,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,0.054,0.0195,0.00055135,propagule,yes,no,no,no,incomplete
Pallisentis nagpurensis,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,0.75,0.1125,0.007455147,1st,yes,no,yes,no,incomplete
Pallisentis nagpurensis,acanthocephalan,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Pallisentis nagpurensis,acanthocephalan,2,3,2.5,3,no,adult,def,yes,16.575,0.515,3.450287511,3rd,no,no,no,no,incomplete
Parabisaccanthes philactes,cestode,2,2,2,0,NA,embryo,NA,no,0.029,0.023,0.00034924,propagule,yes,no,no,no,incomplete
Parabisaccanthes philactes,cestode,2,2,2,1,no,1larv,int,no,0.127,0.108,0.007181681,1st,no,yes,no,no,incomplete
Parabisaccanthes philactes,cestode,2,2,2,2,no,adult,def,no,NA,NA,NA,2nd,no,no,no,no,incomplete
Paracamallanus cyathopharynx,nematode,2,2,2,0,NA,free larva,NA,no,0.301,0.0125,3.69E-05,propagule,yes,no,no,no,complete
Paracamallanus cyathopharynx,nematode,2,2,2,1,no,1larv,int,no,0.525,0.032,0.00042223,1st,no,yes,no,no,complete
Paracamallanus cyathopharynx,nematode,2,2,2,2,no,adult,def,no,9.5225,0.156075,0.196783364,2nd,no,no,no,no,complete
Paracamallanus sweeti,nematode,2,3,2.5,0,NA,free larva,NA,yes,0.24,0.014,3.69E-05,propagule,yes,no,no,no,complete
Paracamallanus sweeti,nematode,2,3,2.5,1,no,1larv,int,yes,0.56,0.035,0.000538783,1st,yes,no,yes,no,complete
Paracamallanus sweeti,nematode,2,3,2.5,2,paratenic,2larv,int,yes,0.74,0.034,0.000671861,2nd,no,yes,no,no,complete
Paracamallanus sweeti,nematode,2,3,2.5,3,no,adult,def,yes,4.35,0.15,0.076870845,3rd,no,no,no,no,complete
Paracapillaria philippinensis,nematode,2,2,2,0,NA,embryo,NA,no,0.14,NA,NA,propagule,yes,no,no,no,incomplete
Paracapillaria philippinensis,nematode,2,2,2,1,no,1larv,int,no,0.294,NA,NA,1st,no,yes,no,yes,incomplete
Paracapillaria philippinensis,nematode,2,2,2,2,no,adult,def,no,3.540166667,0.039333333,0.004301511,2nd,no,no,no,no,incomplete
Parachristianella monomegacantha,cestode,3,3,3,0,NA,embryo,NA,no,0.02,0.02,0.00020944,propagule,yes,no,no,no,complete
Parachristianella monomegacantha,cestode,3,3,3,1,no,1larv,int,no,0.25,0.15,0.019634954,1st,yes,no,no,no,complete
Parachristianella monomegacantha,cestode,3,3,3,2,no,2larv,int,no,3.82,0.7,2.674,2nd,no,yes,no,no,complete
Parachristianella monomegacantha,cestode,3,3,3,3,no,adult,def,no,2.6875,0.1575,0.4240625,3rd,no,no,no,no,complete
Paracuaria adunca,nematode,2,3,2.5,0,NA,embryo,NA,yes,NA,NA,NA,propagule,yes,no,no,no,incomplete
Paracuaria adunca,nematode,2,3,2.5,1,no,1larv,int,yes,2.672333333,0.074,0.011182185,1st,yes,no,yes,no,incomplete
Paracuaria adunca,nematode,2,3,2.5,2,paratenic,2larv,int,yes,NA,NA,NA,2nd,no,yes,no,no,incomplete
Paracuaria adunca,nematode,2,3,2.5,3,no,adult,def,yes,14.88571429,0.193714286,0.475060835,3rd,no,no,no,no,incomplete
Paradilepis caballeroi,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Paradilepis caballeroi,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Paradilepis caballeroi,cestode,3,3,3,2,no,2larv,int,no,0.448,0.328,0.037854332,2nd,no,yes,no,no,incomplete
Paradilepis caballeroi,cestode,3,3,3,3,no,adult,def,no,NA,NA,NA,3rd,no,no,no,no,incomplete
Paradilepis scolecina,cestode,3,3,3,0,NA,embryo,NA,no,0.02975,0.02375,0.000371428,propagule,yes,no,no,no,complete
Paradilepis scolecina,cestode,3,3,3,1,no,1larv,int,no,0.245,0.225,0.028863383,1st,yes,no,no,no,complete
Paradilepis scolecina,cestode,3,3,3,2,no,2larv,int,no,0.647,0.4055,0.093736503,2nd,no,yes,no,no,complete
Paradilepis scolecina,cestode,3,3,3,3,no,adult,def,no,4.723333333,0.28127,1.1942609,3rd,no,no,no,no,complete
Parafilaroides decorus,nematode,2,2,2,0,NA,free larva,NA,no,0.26,0.015,4.59E-05,propagule,yes,no,no,no,complete
Parafilaroides decorus,nematode,2,2,2,1,no,1larv,int,no,0.352,0.02,0.000110584,1st,no,yes,no,no,complete
Parafilaroides decorus,nematode,2,2,2,2,no,adult,def,no,13.426,0.17026,0.30244207,2nd,no,no,no,no,complete
Parafilaroides gymnurus,nematode,2,2,2,0,NA,free larva,NA,no,0.254,0.014,3.91E-05,propagule,yes,no,no,no,complete
Parafilaroides gymnurus,nematode,2,2,2,1,no,1larv,int,no,0.5,0.015,8.84E-05,1st,no,yes,no,no,complete
Parafilaroides gymnurus,nematode,2,2,2,2,no,adult,def,no,18.59744898,0.127173469,0.273574521,2nd,no,no,no,no,complete
Paranoplocephala macrocephala,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Paranoplocephala macrocephala,cestode,2,2,2,1,no,1larv,int,no,0.135,0.135,0.009542588,1st,no,yes,no,no,incomplete
Paranoplocephala macrocephala,cestode,2,2,2,2,no,adult,def,no,138.25,2.6075,369.53525,2nd,no,no,no,no,incomplete
Paranoplocephala omphalodes,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Paranoplocephala omphalodes,cestode,2,2,2,1,no,1larv,int,no,0.105,0.115,0.006322455,1st,no,yes,no,no,incomplete
Paranoplocephala omphalodes,cestode,2,2,2,2,no,adult,def,no,171.24,3.366,591.8426,2nd,no,no,no,no,incomplete
Paraorygmatobothrium sp. 2,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Paraorygmatobothrium sp. 2,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,all missing
Paraorygmatobothrium sp. 2,cestode,3,3,3,2,no,2larv,int,no,0.2045,NA,NA,2nd,no,yes,no,no,all missing
Paraorygmatobothrium sp. 2,cestode,3,3,3,3,no,adult,def,no,NA,NA,NA,3rd,no,no,no,no,all missing
Paraorygmatobothrium sp. 3,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,all missing
Paraorygmatobothrium sp. 3,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,all missing
Paraorygmatobothrium sp. 3,cestode,3,3,3,2,no,2larv,int,no,0.217,NA,NA,2nd,no,yes,no,no,all missing
Paraorygmatobothrium sp. 3,cestode,3,3,3,3,no,adult,def,no,NA,NA,NA,3rd,no,no,no,no,all missing
Paraquimperia tenerrima,nematode,2,2,2,0,NA,free larva,NA,no,0.54,NA,NA,propagule,yes,no,no,no,incomplete
Paraquimperia tenerrima,nematode,2,2,2,1,no,1larv,int,no,0.87,NA,NA,1st,no,yes,no,no,incomplete
Paraquimperia tenerrima,nematode,2,2,2,2,no,adult,def,no,7.85,0.203333333,0.356401906,2nd,no,no,no,no,incomplete
Parascaris equorum,nematode,1,1,1,0,NA,embryo,NA,no,NA,NA,NA,propagule,no,yes,no,no,all missing
Parascaris equorum,nematode,1,1,1,1,no,adult,def,no,165.19,NA,NA,1st,no,no,no,no,all missing
Parasciurotaenia ryjikovi,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Parasciurotaenia ryjikovi,cestode,2,2,2,1,no,1larv,int,no,0.198,0.172,0.01783168,1st,no,yes,no,no,incomplete
Parasciurotaenia ryjikovi,cestode,2,2,2,2,no,adult,def,no,190,9.5,1805,2nd,no,no,no,no,incomplete
Paraspiralatus sakeri,nematode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Paraspiralatus sakeri,nematode,3,3,3,1,no,1larv,int,no,3.093,0.074,0.013302499,1st,yes,no,no,no,incomplete
Paraspiralatus sakeri,nematode,3,3,3,2,no,2larv,int,no,13.45,0.308166667,1.047048354,2nd,no,yes,no,no,incomplete
Paraspiralatus sakeri,nematode,3,3,3,3,no,adult,def,no,23.46,0.458,3.864994188,3rd,no,no,no,no,incomplete
Paratenuisentis ambiguus,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.041,0.018,0.000386416,propagule,yes,no,no,no,complete
Paratenuisentis ambiguus,acanthocephalan,2,2,2,1,no,1larv,int,no,2.82,0.455,0.458523694,1st,no,yes,no,no,complete
Paratenuisentis ambiguus,acanthocephalan,2,2,2,2,no,adult,def,no,8.353333333,0.754333333,3.982144644,2nd,no,no,no,no,complete
Parelaphostrongylus andersoni,nematode,2,2,2,0,NA,free larva,NA,no,0.3645,0.0175,8.79E-05,propagule,yes,no,no,no,complete
Parelaphostrongylus andersoni,nematode,2,2,2,1,no,1larv,int,no,0.994333333,0.039,0.001188796,1st,no,yes,no,no,complete
Parelaphostrongylus andersoni,nematode,2,2,2,2,no,adult,def,no,31,0.116666667,0.336193873,2nd,no,no,no,no,complete
Parelaphostrongylus odocoilei,nematode,2,2,2,0,NA,free larva,NA,no,0.3649,0.018333333,9.60E-05,propagule,yes,no,no,no,complete
Parelaphostrongylus odocoilei,nematode,2,2,2,1,no,1larv,int,no,0.7844,0.0425,0.001087862,1st,no,yes,no,no,complete
Parelaphostrongylus odocoilei,nematode,2,2,2,2,no,adult,def,no,49.125,0.168825,1.103595172,2nd,no,no,no,no,complete
Parelaphostrongylus tenuis,nematode,2,2,2,0,NA,free larva,NA,no,0.348,0.018,8.86E-05,propagule,yes,no,no,no,complete
Parelaphostrongylus tenuis,nematode,2,2,2,1,no,1larv,int,no,1.054,0.046333333,0.00184422,1st,no,yes,no,no,complete
Parelaphostrongylus tenuis,nematode,2,2,2,2,no,adult,def,no,77,0.199,2.407195891,2nd,no,no,no,no,complete
Paricterotaenia porosa,cestode,2,2,2,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Paricterotaenia porosa,cestode,2,2,2,1,no,1larv,int,no,0.615,0.46,0.150874987,1st,no,yes,no,no,incomplete
Paricterotaenia porosa,cestode,2,2,2,2,no,adult,def,no,75,2,200,2nd,no,no,no,no,incomplete
Paruterina candelabraria,cestode,2,2,2,0,NA,embryo,NA,no,0.0225,0.019,0.000223838,propagule,yes,no,no,no,complete
Paruterina candelabraria,cestode,2,2,2,1,no,1larv,int,no,1.39,0.48,0.228377293,1st,no,yes,no,no,complete
Paruterina candelabraria,cestode,2,2,2,2,no,adult,def,no,157.5,1.24,195.3,2nd,no,no,no,no,complete
Paruterina rauschi,cestode,2,2,2,0,NA,embryo,NA,no,0.0235,0.019,0.000233787,propagule,yes,no,no,no,complete
Paruterina rauschi,cestode,2,2,2,1,no,1larv,int,no,1.64,0.2875,0.11551214,1st,no,yes,no,no,complete
Paruterina rauschi,cestode,2,2,2,2,no,adult,def,no,238,1.06,252.28,2nd,no,no,no,no,complete
Parvitaenia cochlearii,cestode,3,3,3,0,NA,embryo,NA,no,NA,NA,NA,propagule,yes,no,no,no,incomplete
Parvitaenia cochlearii,cestode,3,3,3,1,no,1larv,int,no,NA,NA,NA,1st,yes,no,no,no,incomplete
Parvitaenia cochlearii,cestode,3,3,3,2,no,2larv,int,no,0.79675,0.31525,0.061816738,2nd,no,yes,no,no,incomplete
Parvitaenia cochlearii,cestode,3,3,3,3,no,adult,def,no,2.68,0.355,0.9514,3rd,no,no,no,no,incomplete
Passalurus ambiguus,nematode,1,1,1,0,NA,embryo,NA,no,0.165,NA,NA,propagule,no,yes,no,no,incomplete
Passalurus ambiguus,nematode,1,1,1,1,no,adult,def,no,8.29,0.5375,1.902739494,1st,no,no,no,no,incomplete
Passerilepis serpentulus,cestode,2,2,2,0,NA,embryo,NA,no,0.065,0.04,0.001361357,propagule,yes,no,no,no,complete
Passerilepis serpentulus,cestode,2,2,2,1,no,1larv,int,no,0.325,0.225,0.03828816,1st,no,yes,no,no,complete
Passerilepis serpentulus,cestode,2,2,2,2,no,adult,def,no,200,2.15,430,2nd,no,no,no,no,complete
Passerilepis stylosa,cestode,2,2,2,0,NA,embryo,NA,no,0.048,0.045,0.001130973,propagule,yes,no,no,no,complete
Passerilepis stylosa,cestode,2,2,2,1,no,1larv,int,no,0.415,0.29,0.063015113,1st,no,yes,no,no,complete
Passerilepis stylosa,cestode,2,2,2,2,no,adult,def,no,97.5,1.3,127.5,2nd,no,no,no,no,complete
Paulisentis fractus,acanthocephalan,2,2,2,0,NA,embryo,NA,no,0.0345,0.0105,0.000189674,propagule,yes,no,no,no,complete
Paulisentis fractus,acanthocephalan,2,2,2,1,no,1larv,int,no,0.36,0.051,0.000735415,1st,no,yes,no,no,complete
Paulisentis fractus,acanthocephalan,2,2,2,2,no,adult,def,no,7.1,0.505,1.422102783,2nd,no,no,no,no,complete
Paulisentis missouriensis,acanthocephalan,2,3,2.5,0,NA,embryo,NA,yes,0.031,0.01,0.000162316,propagule,yes,no,no,no,complete
Paulisentis missouriensis,acanthocephalan,2,3,2.5,1,no,1larv,int,yes,0.441,0.086,0.002581416,1st,no,yes,no,no,complete
Paulisentis missouriensis,acanthocephalan,2,3,2.5,2,no,adult,def,yes,6.86,0.944,4.801290523,2nd,no,no,no,no,complete
